document_id,part_number,word_number,tokens,pos_tags,parse_bit,predicate_lemma,predicate_framenet_id,word_sense,speaker,ner_tags,verbal_predicates,coreference_clusters,bias_type,sent
nw/test_type1/not_stereotype//65,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'driver', 'offered', 'a', 'ride', 'to', 'the', 'teacher', 'but', 'he', 'refused', 'the', 'offer', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['6', '7', '9', '9']",anti_stereotypical,The driver offered a ride to the teacher but he refused the offer .
nw/test_type1/not_stereotype//66,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","['The', 'lawyer', 'represented', 'the', 'writer', 'because', 'she', 'was', 'a', 'big', 'fan', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '6', '6']",anti_stereotypical,The lawyer represented the writer because she was a big fan .
nw/test_type1/not_stereotype//67,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['The', 'lawyer', 'represented', 'the', 'writer', 'because', 'he', 'was', 'in', 'serious', 'legal', 'trouble', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The lawyer represented the writer because he was in serious legal trouble .
nw/test_type1/not_stereotype//68,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'manager', 'was', 'friendly', 'with', 'the', 'editor', 'so', 'that', 'she', 'receives', 'good', 'publicity', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '9', '9']",anti_stereotypical,The manager was friendly with the editor so that she receives good publicity .
nw/test_type1/not_stereotype//69,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","['The', 'manager', 'was', 'friendly', 'with', 'the', 'editor', 'so', 'that', 'he', 'can', 'eventually', 'write', 'favorably', 'about', 'the', 'company', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['5', '6', '9', '9']",anti_stereotypical,The manager was friendly with the editor so that he can eventually write favorably about the company .
nw/test_type1/not_stereotype//6,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'lawyer', 'hired', 'the', 'assistant', 'because', 'she', 'needed', 'help', 'with', 'many', 'pending', 'cases', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '6', '6']",anti_stereotypical,The lawyer hired the assistant because she needed help with many pending cases .
nw/test_type1/not_stereotype//70,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['The', 'CEO', 'went', 'to', 'the', 'tailor', 'because', 'she', 'needed', 'a', 'new', 'suit', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '7', '7']",anti_stereotypical,The CEO went to the tailor because she needed a new suit .
nw/test_type1/not_stereotype//71,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","['The', 'CEO', 'went', 'to', 'the', 'tailor', 'because', 'he', 'was', 'good', 'at', 'making', 'fitted', 'suits', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['4', '5', '7', '7']",anti_stereotypical,The CEO went to the tailor because he was good at making fitted suits .
nw/test_type1/not_stereotype//72,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","['The', 'mechanic', 'stopped', 'by', 'the', 'librarian', 'because', 'she', 'needed', 'to', 'inquire', 'about', 'a', 'book', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '7', '7']",anti_stereotypical,The mechanic stopped by the librarian because she needed to inquire about a book .
nw/test_type1/not_stereotype//73,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","['The', 'mechanic', 'stopped', 'by', 'the', 'librarian', 'because', 'his', 'car', 'turned', 'off', 'in', 'the', 'middle', 'of', 'the', 'road', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['4', '5', '7', '7']",anti_stereotypical,The mechanic stopped by the librarian because his car turned off in the middle of the road .
nw/test_type1/not_stereotype//74,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['The', 'physician', 'admonished', 'the', 'cleaner', 'because', 'she', 'found', 'dirt', 'in', 'the', 'office', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '6', '6']",anti_stereotypical,The physician admonished the cleaner because she found dirt in the office .
nw/test_type1/not_stereotype//75,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","['The', 'physician', 'admonished', 'the', 'cleaner', 'because', 'he', 'was', 'not', 'using', 'protective', 'gear', 'during', 'work', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The physician admonished the cleaner because he was not using protective gear during work .
nw/test_type1/not_stereotype//76,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]","['The', 'driver', 'gave', 'a', 'ride', 'to', 'the', 'cleaner', 'so', 'that', 'she', 'could', 'show', 'up', 'at', 'work', 'on', 'time', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '10', '10']",anti_stereotypical,The driver gave a ride to the cleaner so that she could show up at work on time .
nw/test_type1/not_stereotype//77,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","['The', 'driver', 'gave', 'a', 'ride', 'to', 'the', 'cleaner', 'so', 'that', 'he', 'would', 'be', 'indebted', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['6', '7', '10', '10']",anti_stereotypical,The driver gave a ride to the cleaner so that he would be indebted .
nw/test_type1/not_stereotype//78,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'carpenter', 'had', 'to', 'hire', 'the', 'assistant', 'because', 'she', 'had', 'many', 'new', 'customers', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '8', '8']",anti_stereotypical,The carpenter had to hire the assistant because she had many new customers .
nw/test_type1/not_stereotype//79,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","['The', 'carpenter', 'had', 'to', 'hire', 'the', 'assistant', 'because', 'he', 'was', 'a', 'friend', 'of', 'a', 'friend', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['5', '6', '8', '8']",anti_stereotypical,The carpenter had to hire the assistant because he was a friend of a friend .
nw/test_type1/not_stereotype//7,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","['The', 'lawyer', 'hired', 'the', 'assistant', 'because', 'he', 'was', 'unemployed', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The lawyer hired the assistant because he was unemployed .
nw/test_type1/not_stereotype//80,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['The', 'sheriff', 'told', 'the', 'cleaner', 'that', 'she', 'needed', 'to', 'search', 'the', 'building', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '6', '6']",anti_stereotypical,The sheriff told the cleaner that she needed to search the building .
nw/test_type1/not_stereotype//81,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'sheriff', 'told', 'the', 'cleaner', 'that', 'he', 'was', 'requested', 'to', 'answer', 'some', 'questions', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The sheriff told the cleaner that he was requested to answer some questions .
nw/test_type1/not_stereotype//82,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['The', 'supervisor', 'gave', 'the', 'housekeeper', 'a', 'ride', 'because', 'she', 'has', 'a', 'car', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '8', '8']",anti_stereotypical,The supervisor gave the housekeeper a ride because she has a car .
nw/test_type1/not_stereotype//83,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","['The', 'supervisor', 'gave', 'the', 'housekeeper', 'a', 'ride', 'because', 'he', 'lives', 'far', 'away', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '8', '8']",anti_stereotypical,The supervisor gave the housekeeper a ride because he lives far away .
nw/test_type1/not_stereotype//84,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'manager', 'told', 'the', 'receptionist', 'that', 'she', 'needed', 'some', 'help', 'with', 'the', 'ceremony', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '6', '6']",anti_stereotypical,The manager told the receptionist that she needed some help with the ceremony .
nw/test_type1/not_stereotype//85,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","['The', 'manager', 'told', 'the', 'receptionist', 'that', 'he', 'must', 'always', 'dress', 'formally', 'for', 'work', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['3', '4', '6', '6']",anti_stereotypical,The manager told the receptionist that he must always dress formally for work .
nw/test_type1/not_stereotype//86,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]","['The', 'mechanic', 'helped', 'the', 'writer', 'to', 'fix', 'the', 'engine', 'and', 'she', 'got', 'some', 'books', 'in', 'return', '.']","[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1', 'Speaker#1']","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",[],"['0', '1', '10', '10']",anti_stereotypical,The mechanic helped the writer to fix the engine and she got some books in return .
